"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"230108190","03/06/2023 12:00:00 AM","03/05/2023 12:00:00 AM","1700","01","Central","0138","1","330","BURGLARY FROM VEHICLE","0344 1300 1307 1609","0","","","101","STREET","","","IC","Invest Cont","330","","","","4TH","CENTRAL","34.0438","-118.2397"
"232006407","02/27/2023 12:00:00 AM","02/23/2023 12:00:00 AM","2050","20","Olympic","2034","1","510","VEHICLE - STOLEN","","0","","","108","PARKING LOT","","","IC","Invest Cont","510","","","","600 S  ARDMORE                      AV","","34.0579","-118.302"
"230206161","02/15/2023 12:00:00 AM","02/15/2023 12:00:00 AM","1150","02","Rampart","0257","1","330","BURGLARY FROM VEHICLE","1822 0342 1402 1609","23","F","W","108","PARKING LOT","","","IC","Invest Cont","330","998","","","600    LUCAS                        AV","","34.0552","-118.2675"
"230106111","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","2255","01","Central","0171","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1218 0400 0416 2038 1813","25","F","B","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","COTTAGE                      PL","OLYMPIC","34.0457","-118.2649"
"230806822","03/05/2023 12:00:00 AM","03/05/2023 12:00:00 AM","1900","08","West LA","0849","1","310","BURGLARY","1822 1609 0321 0344 0358","0","","","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","310","","","","1200 S  CORNING                      ST","","34.0552","-118.3774"
"232006441","02/27/2023 12:00:00 AM","02/27/2023 12:00:00 AM","1600","20","Olympic","2063","1","310","BURGLARY","0321 0344 0352 1202 1221 1822","69","M","A","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","310","","","","1100 S  SERRANO                      AV","","34.0508","-118.3063"
"231505192","01/30/2023 12:00:00 AM","01/29/2023 12:00:00 AM","2000","15","N Hollywood","1522","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0400 0416 0553 0556","17","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","627","","","","13000    SHERMAN                      WY","","34.2012","-118.416"
"230604584","01/10/2023 12:00:00 AM","01/08/2023 12:00:00 AM","2143","06","Hollywood","0668","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1822 0325","0","X","X","404","DEPARTMENT STORE","","","IC","Invest Cont","442","","","","5500 W  SUNSET                       BL","","34.0981","-118.3092"
"230306283","02/13/2023 12:00:00 AM","02/10/2023 12:00:00 AM","1600","03","Southwest","0363","2","763","STALKING","0347 0432 0913","36","F","B","727","SHOPPING MALL (COMMON AREA)","515","PHYSICAL PRESENCE","IC","Invest Cont","763","","","","3600 W  MARTIN LUTHER KING JR        BL","","34.0109","-118.3351"
"231805594","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","0800","18","Southeast","1823","1","510","VEHICLE - STOLEN","","0","","","707","GARAGE/CARPORT","","","IC","Invest Cont","510","","","","300 E  CENTURY                      BL","","33.9456","-118.2695"
"230806752","02/24/2023 12:00:00 AM","02/23/2023 12:00:00 AM","1451","08","West LA","0817","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0344 0378 1822","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","442","","","","10800    WEYBURN                      AV","","34.0623","-118.4434"
"230307237","03/03/2023 12:00:00 AM","03/01/2023 12:00:00 AM","1000","03","Southwest","0373","2","354","THEFT OF IDENTITY","0100 0922 0929 0930","31","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","3800 S  BRONSON                      AV","","34.0155","-118.334"
"231104855","01/22/2023 12:00:00 AM","01/19/2023 12:00:00 AM","1600","11","Northeast","1148","2","860","BATTERY WITH SEXUAL CONTACT","0500 0400 0448 0913","0","F","H","710","OTHER PREMISE","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","860","","","","4500 N  FIGUEROA                     ST","","34.0962","-118.2072"
"231306833","02/24/2023 12:00:00 AM","02/24/2023 12:00:00 AM","0955","13","Newton","1385","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0334 1822 2049 2051 0400 1402","37","M","H","801","MTA BUS","207","OTHER KNIFE","AA","Adult Arrest","230","998","","","SLAUSON                      AV","AVALON                       BL","33.9893","-118.2652"
"231105988","02/21/2023 12:00:00 AM","02/20/2023 12:00:00 AM","0720","11","Northeast","1136","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1202 0358","67","M","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","440","","","","4800    TOLAND                       WY","","34.1182","-118.2129"
"230604391","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","1150","06","Hollywood","0666","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344 2032 1205","30","F","W","254","STUDIO (FILM/PHOTOGRAPHIC/MUSIC)","","","IC","Invest Cont","341","","","","6500    SANTA MONICA                 BL","","34.0944","-118.3277"
"230100572","02/15/2023 12:00:00 AM","02/15/2023 12:00:00 AM","2120","01","Central","0159","1","330","BURGLARY FROM VEHICLE","1822 0344 0329 1402 0907","40","M","W","101","STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","330","","","","JESSE","SANTA FE","34.0364","-118.2303"
"230205167","01/28/2023 12:00:00 AM","01/27/2023 12:00:00 AM","1700","02","Rampart","0218","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1206 2004 1822 0400 0416","36","M","W","109","PARK/PLAYGROUND","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","230","","","","700    ECHO PARK                    TR","","34.071","-118.2588"
"231204103","01/03/2023 12:00:00 AM","01/02/2023 12:00:00 AM","2200","12","77th Street","1215","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","1000 W  55TH                         ST","","33.9923","-118.2915"
"231504141","01/04/2023 12:00:00 AM","01/04/2023 12:00:00 AM","0500","15","N Hollywood","1524","1","510","VEHICLE - STOLEN","","0","","","108","PARKING LOT","","","IC","Invest Cont","510","","","","6200    LAUREL CANYON                BL","","34.1869","-118.3987"
"231806522","02/17/2023 12:00:00 AM","02/16/2023 12:00:00 AM","1804","18","Southeast","1831","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0913 0603","54","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","740","","","","500 W  127TH                        ST","","33.9176","-118.2829"
"231004831","01/21/2023 12:00:00 AM","01/21/2023 12:00:00 AM","0145","10","West Valley","1034","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329","46","M","W","501","SINGLE FAMILY DWELLING","","","AO","Adult Other","745","","","","18300    ERWIN                        ST","","34.1839","-118.5317"
"230804719","01/18/2023 12:00:00 AM","01/06/2023 12:00:00 AM","1700","08","West LA","0834","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","707","GARAGE/CARPORT","","","IC","Invest Cont","420","","","","10600    EASTBORNE                    AV","","34.0546","-118.4302"
"231306238","02/13/2023 12:00:00 AM","02/11/2023 12:00:00 AM","0940","13","Newton","1393","2","901","VIOLATION OF RESTRAINING ORDER","0913 2038","24","F","B","501","SINGLE FAMILY DWELLING","","","AO","Adult Other","901","","","","6900 S  MAIN                         ST","","33.9786","-118.2761"
"232006315","02/25/2023 12:00:00 AM","02/25/2023 12:00:00 AM","1525","20","Olympic","2027","2","624","BATTERY - SIMPLE ASSAULT","0361 0416 0603 0913","43","M","H","101","STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","624","","","","500 S  KENMORE                      AV","","34.0654","-118.2966"
"230405756","02/23/2023 12:00:00 AM","02/10/2023 12:00:00 AM","2000","04","Hollenbeck","0426","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0913 0400","28","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","511","VERBAL THREAT","IC","Invest Cont","930","","","","3300    LINDA VISTA                  TR","","34.0839","-118.1731"
"231905409","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1620","19","Mission","1969","2","354","THEFT OF IDENTITY","","37","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","9600    VENA                         AV","","34.2446","-118.4245"
"230404229","01/06/2023 12:00:00 AM","01/05/2023 12:00:00 AM","1830","04","Hollenbeck","0478","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 0344","60","M","H","504","OTHER RESIDENCE","","","IC","Invest Cont","420","","","","900 S  GRANDE VISTA                 AV","","34.0281","-118.2048"
"231706462","02/28/2023 12:00:00 AM","02/26/2023 12:00:00 AM","1200","17","Devonshire","1792","2","354","THEFT OF IDENTITY","1501","67","M","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","19700    CHASE                        ST","","34.2246","-118.5623"
"230305995","02/08/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0047","03","Southwest","0363","2","354","THEFT OF IDENTITY","1822 0100","28","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","4100    BUCKINGHAM                   RD","","34.0121","-118.3423"
"231307264","03/05/2023 12:00:00 AM","03/04/2023 12:00:00 AM","2305","13","Newton","1343","2","946","OTHER MISCELLANEOUS CRIME","1300 1309","39","M","B","101","STREET","307","VEHICLE","IC","Invest Cont","946","","","","JEFFERSON                    BL","GRIFFITH                     AV","34.0139","-118.2619"
"231004387","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","1630","10","West Valley","1065","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","5100    WHITE OAK                    AV","","34.1675","-118.5226"
"231206669","02/02/2023 12:00:00 AM","02/01/2023 12:00:00 AM","0700","12","77th Street","1241","2","354","THEFT OF IDENTITY","0100 0922 1822","33","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","6200    10TH                         AV","","33.9837","-118.3279"
"231605039","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0645","16","Foothill","1612","2","354","THEFT OF IDENTITY","0922 1822","51","M","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","13200    MERCER                       ST","","34.2701","-118.4203"
"230704115","01/03/2023 12:00:00 AM","01/03/2023 12:00:00 AM","0554","07","Wilshire","0783","2","354","THEFT OF IDENTITY","0922","28","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","2200 S  BURNSIDE                     AV","","34.0376","-118.3585"
"231207295","02/22/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1515","12","77th Street","1252","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1300 0329 0342 1822 0319 0432","31","F","H","108","PARKING LOT","","","IC","Invest Cont","745","","","","2200 W  FLORENCE                     AV","","33.9746","-118.3177"
"230805708","02/09/2023 12:00:00 AM","02/09/2023 12:00:00 AM","1830","08","West LA","0819","2","624","BATTERY - SIMPLE ASSAULT","2035 0400 0903","21","M","W","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","946","","","400    HILGARD                      AV","","34.0741","-118.4379"
"230705669","02/06/2023 12:00:00 AM","02/06/2023 12:00:00 AM","1610","07","Wilshire","0745","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1300 0329 1202","61","M","W","101","STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","745","","","","OLYMPIC","LA BREA","34.0573","-118.3459"
"231605375","02/11/2023 12:00:00 AM","02/07/2023 12:00:00 AM","1600","16","Foothill","1656","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1402","0","X","X","108","PARKING LOT","","","IC","Invest Cont","420","998","","","8400    FOOTHILL                     BL","","34.2597","-118.3158"
"231405251","01/01/2023 12:00:00 AM","01/01/2023 12:00:00 AM","1700","14","Pacific","1477","1","330","BURGLARY FROM VEHICLE","0344 1300","54","M","O","506","ABANDONED BUILDING ABANDONED HOUSE","","","IC","Invest Cont","330","","","","8000    YORKTOWN                     AV","","33.9656","-118.3895"
"231204187","01/04/2023 12:00:00 AM","01/04/2023 12:00:00 AM","0415","12","77th Street","1231","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385","64","M","W","101","STREET","","","IC","Invest Cont","331","","","","4200 W  60TH                         ST","","33.9853","-118.349"
"230806513","02/14/2023 12:00:00 AM","02/11/2023 12:00:00 AM","1954","08","West LA","0802","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0344 1822","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","442","","","","15200 W  SUNSET                       BL","","34.0889","-118.5325"
"231206284","02/06/2023 12:00:00 AM","02/03/2023 12:00:00 AM","0515","12","77th Street","1249","2","354","THEFT OF IDENTITY","0100 0922","47","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","400 W  70TH                         ST","","33.9765","-118.2814"
"231805586","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","0620","18","Southeast","1823","2","354","THEFT OF IDENTITY","0100 0922 1822","42","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","9900 S  SAN PEDRO                    ST","","33.9465","-118.2695"
"231206462","02/09/2023 12:00:00 AM","02/09/2023 12:00:00 AM","2200","12","77th Street","1239","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1309 0913 1307 0329","30","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","740","","","","5800    DENVER                       AV","","33.9892","-118.2838"
"230504912","01/25/2023 12:00:00 AM","01/24/2023 12:00:00 AM","0900","05","Harbor","0507","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","1400 W  227TH                        ST","","33.8201","-118.3015"
"231704467","01/14/2023 12:00:00 AM","01/14/2023 12:00:00 AM","1500","17","Devonshire","1764","1","210","ROBBERY","0344 0444 1822 1300","59","M","H","123","PARKING UNDERGROUND/BUILDING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","210","","","","TAMPA                        AV","PLUMMER                      ST","34.2427","-118.5536"
"231604155","01/06/2023 12:00:00 AM","01/01/2023 12:00:00 AM","1530","16","Foothill","1641","2","354","THEFT OF IDENTITY","1501","22","F","H","602","BANK","","","IC","Invest Cont","354","","","","13300    GLAMIS                       ST","","34.2525","-118.4226"
"230107542","02/22/2023 12:00:00 AM","02/22/2023 12:00:00 AM","1514","01","Central","0162","1","330","BURGLARY FROM VEHICLE","1609 0344 1300 1822","31","M","W","108","PARKING LOT","","","IC","Invest Cont","330","","","","700 S  FLOWER                       ST","","34.0487","-118.2588"
"231706054","02/10/2023 12:00:00 AM","02/05/2023 12:00:00 AM","1600","17","Devonshire","1767","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","21","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","440","","","","18500    PRAIRIE                      ST","","34.2442","-118.5362"
"230107468","02/21/2023 12:00:00 AM","02/21/2023 12:00:00 AM","0455","01","Central","0145","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385 1300 1822","42","M","B","406","OTHER STORE","","","IC","Invest Cont","331","","","","400 S  LOS ANGELES                  ST","","34.0471","-118.2474"
"230107545","02/21/2023 12:00:00 AM","02/16/2023 12:00:00 AM","0707","01","Central","0139","2","354","THEFT OF IDENTITY","0922 0929 0930","33","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","800 E  4TH                          PL","","34.0454","-118.2333"
"231705976","02/06/2023 12:00:00 AM","02/05/2023 12:00:00 AM","1430","17","Devonshire","1772","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","25","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","440","","","","9200    WINNETKA                     AV","","34.2375","-118.5711"
"230504132","01/03/2023 12:00:00 AM","01/03/2023 12:00:00 AM","1530","05","Harbor","0564","2","354","THEFT OF IDENTITY","0930","44","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","400 S  CENTRE                       ST","","33.7402","-118.2835"
"231806834","02/25/2023 12:00:00 AM","02/24/2023 12:00:00 AM","1745","18","Southeast","1842","2","624","BATTERY - SIMPLE ASSAULT","0913 0603 0416 0429 0446","43","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","100 W  113TH                        ST","","33.9321","-118.2739"
"231600558","02/09/2023 12:00:00 AM","02/08/2023 12:00:00 AM","0220","16","Foothill","1613","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","1402 2000 0913 1813 0416","20","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","207","OTHER KNIFE","AA","Adult Arrest","236","998","","","11100    GLENOAKS                     BL","","34.2717","-118.4096"
"230105463","01/23/2023 12:00:00 AM","01/14/2023 12:00:00 AM","2324","01","Central","0139","2","354","THEFT OF IDENTITY","1822 0344 0930 1218","64","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","800 E  4TH                          PL","","34.0454","-118.2333"
"230106013","01/31/2023 12:00:00 AM","01/31/2023 12:00:00 AM","0715","01","Central","0192","1","210","ROBBERY","0344 2004 1822 0443 0945","0","M","O","301","GAS STATION","511","VERBAL THREAT","AA","Adult Arrest","210","","","","500 W  WASHINGTON                   BL","","34.0363","-118.2672"
"231405730","02/11/2023 12:00:00 AM","02/11/2023 12:00:00 AM","2240","14","Pacific","1454","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 0346","51","F","B","108","PARKING LOT","","","IC","Invest Cont","341","","","","13100    MINDANAO                     WY","","33.9865","-118.4363"
"230806148","02/17/2023 12:00:00 AM","02/16/2023 12:00:00 AM","1106","08","West LA","0883","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329","26","F","W","710","OTHER PREMISE","","","IC","Invest Cont","745","","","","1900    COTNER                       AV","","34.0436","-118.4431"
"230804801","01/20/2023 12:00:00 AM","01/20/2023 12:00:00 AM","1145","08","West LA","0836","2","624","BATTERY - SIMPLE ASSAULT","1822 0447","82","F","W","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","1900    BENECIA                      AV","","34.0555","-118.4222"
"230705480","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0715","07","Wilshire","0774","2","354","THEFT OF IDENTITY","0922 0929 0100 1822","32","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","1700 S  LA BREA                      AV","","34.0442","-118.346"
"230307170","03/01/2023 12:00:00 AM","02/19/2023 12:00:00 AM","1231","03","Southwest","0338","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0104 0344 1822","22","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","442","","","","3100 S  HOOVER                       ST","","34.0268","-118.2896"
"230205064","01/25/2023 12:00:00 AM","01/25/2023 12:00:00 AM","0200","02","Rampart","0248","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 2000","31","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","236","","","","1400 W  3RD                          ST","","34.0583","-118.2616"
"231406360","02/25/2023 12:00:00 AM","02/25/2023 12:00:00 AM","0600","14","Pacific","1494","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344","26","M","W","212","TRANSPORTATION FACILITY (AIRPORT)","","","IC","Invest Cont","440","","","","100    WORLD                        WY","","33.9455","-118.4004"
"231304268","01/04/2023 12:00:00 AM","01/02/2023 12:00:00 AM","0603","13","Newton","1331","2","354","THEFT OF IDENTITY","0100","31","M","H","750","CYBERSPACE","","","IC","Invest Cont","354","","","","2700 S  GRAND                        AV","","34.0254","-118.2729"
"231805352","01/27/2023 12:00:00 AM","01/27/2023 12:00:00 AM","0700","18","Southeast","1803","2","624","BATTERY - SIMPLE ASSAULT","0913 0416 1300","31","M","H","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","8800 S  SAN PEDRO                    ST","","33.9572","-118.2695"
"230105916","01/30/2023 12:00:00 AM","01/28/2023 12:00:00 AM","1800","01","Central","0101","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","BEAUDRY                      AV","WHITE KNOLL                  DR","34.0685","-118.246"
"231906140","02/21/2023 12:00:00 AM","02/14/2023 12:00:00 AM","0500","19","Mission","1958","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385","52","F","H","101","STREET","","","IC","Invest Cont","331","","","","14400    MERCER                       ST","","34.2513","-118.4467"
"231204530","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","0600","12","77th Street","1241","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","6100 S  VICTORIA                     AV","","33.9846","-118.3323"
"231904063","01/03/2023 12:00:00 AM","01/02/2023 12:00:00 AM","0440","19","Mission","1918","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0325 1606","20","M","H","108","PARKING LOT","","","IC","Invest Cont","420","","","","13800    SAYRE                        ST","","34.3101","-118.4338"
"231105445","01/21/2023 12:00:00 AM","01/21/2023 12:00:00 AM","0001","11","Northeast","1162","1","330","BURGLARY FROM VEHICLE","1822 0344 1609 0329","27","F","B","101","STREET","","","IC","Invest Cont","330","","","","4100    SANTA MONICA                 BL","","34.0947","-118.2877"
"231005205","02/01/2023 12:00:00 AM","01/31/2023 12:00:00 AM","1320","10","West Valley","1003","2","354","THEFT OF IDENTITY","1822 0922","32","F","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","8000    RESEDA                       BL","","34.2148","-118.5404"
"232105266","02/03/2023 12:00:00 AM","02/03/2023 12:00:00 AM","0400","21","Topanga","2187","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385","48","M","H","104","DRIVEWAY","","","IC","Invest Cont","331","","","","5200    COMERCIO                     AV","","34.164","-118.596"
"230905374","01/23/2023 12:00:00 AM","01/23/2023 12:00:00 AM","1055","09","Van Nuys","0969","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0325 1822","0","X","X","402","MARKET","","","IC","Invest Cont","341","","","","12900    MAGNOLIA                     BL","","34.1649","-118.4138"
"231206907","02/16/2023 12:00:00 AM","02/16/2023 12:00:00 AM","0400","12","77th Street","1231","2","888","TRESPASSING","1501","45","M","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","888","","","","3700 W  58TH                         PL","","33.9881","-118.3378"
"232105427","02/08/2023 12:00:00 AM","02/08/2023 12:00:00 AM","0600","21","Topanga","2125","1","310","BURGLARY","0344 1607 1602 1420 0397 0384","35","M","X","203","OTHER BUSINESS","","","IC","Invest Cont","310","","","","7900    CANOGA                       AV","","34.2119","-118.6017"
"231205134","01/21/2023 12:00:00 AM","01/19/2023 12:00:00 AM","2000","12","77th Street","1263","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","1800 W  85TH                         ST","","33.9609","-118.309"
"230505335","02/06/2023 12:00:00 AM","02/06/2023 12:00:00 AM","0135","05","Harbor","0563","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329 1402","62","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","745","998","","","600 W  18TH                         ST","","33.7279","-118.2902"
"230305872","02/06/2023 12:00:00 AM","02/05/2023 12:00:00 AM","1000","03","Southwest","0358","1","522","VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)","","0","","","102","SIDEWALK","","","IC","Invest Cont","522","","","","600 W  35TH                         ST","","34.023","-118.2869"
"231204150","01/03/2023 12:00:00 AM","01/01/2023 12:00:00 AM","0005","12","77th Street","1267","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0913 0400 0416","28","M","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","500 W  84TH                         ST","","33.9622","-118.2827"
"230404398","01/12/2023 12:00:00 AM","01/11/2023 12:00:00 AM","1100","04","Hollenbeck","0473","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","2400 E  7TH                          ST","","34.0334","-118.2196"
"231504229","01/06/2023 12:00:00 AM","01/04/2023 12:00:00 AM","1905","15","N Hollywood","1526","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906 1822","29","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","956","","","","11600    OXNARD                       ST","","34.1849","-118.3834"
"232104076","01/03/2023 12:00:00 AM","01/03/2023 12:00:00 AM","1457","21","Topanga","2138","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0945 0325 1402 1822 2028 1420","35","M","X","402","MARKET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","442","998","","","7200    MASON                        AV","","34.2011","-118.5797"
"231705945","02/03/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1340","17","Devonshire","1729","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","42","M","F","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","440","","","","17000    RINALDI                      ST","","34.2793","-118.5021"
"231406024","02/20/2023 12:00:00 AM","02/20/2023 12:00:00 AM","0100","14","Pacific","1493","2","624","BATTERY - SIMPLE ASSAULT","0416 0419 0216 2024","19","F","H","108","PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","12000    VISTA DEL MAR","","33.9308","-118.4349"
"231204125","01/02/2023 12:00:00 AM","01/01/2023 12:00:00 AM","1200","12","77th Street","1241","2","624","BATTERY - SIMPLE ASSAULT","1202 0361 0913 0603 0416 0446","61","F","B","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","3600 W  63RD                         ST","","33.9827","-118.3352"
